4227.100	74	-13
4227.200	163	5
4227.300	160	20
4227.400	44	22
4227.500	-95	10
4227.600	-164	-8
4227.700	-113	-19
4227.800	37	-14
4227.900	156	3
4228.000	241	26
4228.100	53	29
4228.200	-157	10
4228.300	-237	-15
4228.400	-201	-34
4228.500	-35	-34
4228.600	65	-24
4228.700	106	-11
4228.800	82	-2
4228.900	-137	-15
4229.000	-138	-27
4229.100	-175	-42
4229.200	-242	-62
4229.300	-65	-62
4229.400	-1	-56
4229.500	69	-44
4229.600	-92	-49
4229.700	-236	-68
4229.800	-310	-93
4229.900	-326	-116
4230.000	-187	-123
4230.100	-17	-112
4230.200	87	-92
4230.300	-74	-90
4230.400	-160	-98
4230.500	-259	-114
4230.600	-317	-134
4230.700	-227	-143
4230.800	-76	-136
4230.900	29	-120
4231.000	53	-103
4231.100	-55	-98
4231.200	-141	-103
4231.300	-194	-112
4231.400	-129	-114
4231.500	14	-101
4231.600	121	-80
4231.700	254	-47
4231.800	133	-29
4231.900	-3	-27
4232.000	-73	-32
4232.100	-104	-39
4232.200	-98	-45
4232.300	27	-38
4232.400	182	-16
4232.500	215	7
4232.600	-5	6
4232.700	-83	-3
4232.800	-121	-15
4232.900	-59	-20
4233.000	84	-10
4233.100	179	8
4233.200	286	36
4233.300	-13	31
4233.400	-177	10
4233.500	-259	-18
4233.600	1586	142
4233.700	12009	1328
4233.800	18530	3048
4233.900	16047	4348
4234.000	11250	5038
4234.100	16162	6151
4234.200	21162	7652
4234.300	21598	9046
4234.400	21146	10256
4234.500	18451	11076
4234.600	13076	11276
4234.700	5061	10654
4234.800	-2248	9364
4234.900	-14048	7023
4235.000	-16885	4632
4235.100	-15675	2601
4235.200	-14546	886
4235.300	-13630	-566
4235.400	-13036	-1813
4235.500	-11601	-2792
4235.600	-19083	-4421
4235.700	-24682	-6448
4235.800	-27748	-8578
4235.900	-30450	-10766
4236.000	-32534	-12943
4236.100	-32034	-14852
4236.200	-29736	-16340
4236.300	-28182	-17525
4236.400	-24690	-18242
4236.500	-24556	-18873
4236.600	-23900	-19376
4236.700	-29375	-20376
4236.800	-37805	-22119
4236.900	-42276	-24135
4237.000	-45229	-26244
4237.100	-41747	-27794
4237.200	-37548	-28769
4237.300	-36991	-29592
4237.400	-36225	-30255
4237.500	-35002	-30730
4237.600	-34955	-31153
4237.700	-38033	-31841
4237.800	-43759	-33034
4237.900	-52720	-35003
4238.000	-55197	-37022
4238.100	-57199	-39040
4238.200	-55976	-40734
4238.300	-53415	-42002
4238.400	-51324	-42934
4238.500	-50102	-43651
4238.600	-49168	-44203
4238.700	-51987	-44981
4238.800	-57894	-46273
4238.900	-63828	-48028
4239.000	-69090	-50135
4239.100	-71483	-52270
4239.200	-71076	-54151
4239.300	-69308	-55667
4239.400	-65606	-56661
4239.500	-64986	-57494
4239.600	-64257	-58170
