5829.500	754	-770
5829.600	2258	-467
5829.700	2106	-210
5829.800	364	-152
5829.900	-2161	-353
5830.000	-4418	-760
5830.100	-2924	-976
5830.200	-448	-924
5830.300	1725	-659
5830.400	2457	-348
5830.500	1347	-179
5830.600	-987	-260
5830.700	-3287	-562
5830.800	-3632	-869
5830.900	-1506	-933
5831.000	861	-754
5831.100	2227	-456
5831.200	1914	-219
5831.300	101	-188
5831.400	-2298	-400
5831.500	-4158	-776
5831.600	-2600	-959
5831.700	-224	-886
5831.800	1705	-627
5831.900	2294	-335
5832.000	1166	-185
5832.100	-1079	-275
5832.200	-3283	-576
5832.300	-3392	-858
5832.400	-16	-774
5832.500	10057	309
5832.600	18327	2111
5832.700	18320	3731
5832.800	16303	4988
5832.900	15903	6080
5833.000	18568	7329
5833.100	28653	9462
5833.200	29866	11502
5833.300	26852	13036
5833.400	21982	13930
5833.500	17617	14299
5833.600	15175	14387
5833.700	15561	14504
5833.800	20564	15110
5833.900	21279	15727
5834.000	20191	16173
5834.100	17886	16344
5834.200	15003	16210
5834.300	12583	15848
5834.400	11225	15386
5834.500	11235	14971
5834.600	13122	14785
5834.700	13975	14704
5834.800	14340	14667
5834.900	13895	14590
5835.000	12503	14382
5835.100	10894	14033
5835.200	9278	13557
5835.300	6411	12842
5835.400	5866	12144
5835.500	5833	11512
5835.600	5500	10910
5835.700	5410	10360
5835.800	5603	9884
5835.900	5502	9445
5836.000	4928	8993
5836.100	3547	8448
5836.200	2677	7871
5836.300	1949	7278
5836.400	1436	6694
5836.500	688	6093
5836.600	-250	5458
5836.700	-1106	4802
5836.800	-2495	4072
5836.900	-2982	3366
5837.000	-3648	2664
5837.100	-4401	1957
5837.200	-4971	1264
5837.300	-5337	604
5837.400	-6037	-60
5837.500	-7193	-773
5837.600	-9426	-1638
5837.700	-10495	-2524
5837.800	-11452	-3417
5837.900	-12969	-4373
5838.000	-15374	-5473
5838.100	-18232	-6749
5838.200	-21404	-8215
5838.300	-25318	-9926
5838.400	-33341	-12268
5838.500	-35653	-14607
5838.600	-35396	-16686
5838.700	-36036	-18621
5838.800	-36508	-20410
5838.900	-36336	-22002
5839.000	-36997	-23502
5839.100	-37571	-24909
5839.200	-37965	-26215
5839.300	-38758	-27470
5839.400	-39320	-28655
5839.500	-39460	-29736
5839.600	-39613	-30724
5839.700	-39641	-31616
5839.800	-39528	-32408
5839.900	-38879	-33056
5840.000	-38502	-33601
5840.100	-38083	-34049
5840.200	-37706	-34415
5840.300	-37508	-34725
5840.400	-37263	-34979
5840.500	-37380	-35220
5840.600	-37717	-35470
5840.700	-37929	-35716
5840.800	-37894	-35934
5840.900	-37961	-36137
5841.000	-38094	-36333
5841.100	-38217	-36522
5841.200	-37990	-36669
5841.300	-37663	-36769
5841.400	-35738	-36667
5841.500	-34155	-36416
5841.600	-32211	-35996
5841.700	-30411	-35438
5841.800	-28857	-34780
5841.900	-26198	-33922
5842.000	-22807	-32810
5842.100	-15975	-31126
5842.200	-11358	-29150
5842.300	-7730	-27008
5842.400	-6037	-24912
5842.500	-5017	-22922
5842.600	-4783	-21108
5842.700	-4998	-19498
5842.800	-4968	-18046
5842.900	-3870	-16629
5843.000	-3048	-15272
5843.100	-2136	-13958
5843.200	-1055	-12668
5843.300	336	-11368
5843.400	1704	-10061
5843.500	3000	-8755
5843.600	3830	-7497
5843.700	5332	-6215
5843.800	6209	-4973
5843.900	6889	-3787
5844.000	7218	-2687
5844.100	7712	-1648
5844.200	8416	-642
5844.300	9280	350
5844.400	11311	1446
5844.500	12041	2505
5844.600	12742	3528
5844.700	13747	4550
5844.800	14747	5570
5844.900	15270	6540
5845.000	15785	7465
5845.100	16549	8373
5845.200	19091	9444
5845.300	20208	10520
5845.400	20703	11538
5845.500	21065	12491
5845.600	21462	13387
5845.700	21683	14216
5845.800	22029	14997
5845.900	23518	15849
5846.000	23769	16641
5846.100	24015	17378
5846.200	24506	18091
5846.300	25000	18781
5846.400	25687	19471
5846.500	26016	20125
5846.600	25592	20671
5846.700	25149	21118
5846.800	25098	21516
5846.900	24870	21851
5847.000	24667	22132
5847.100	24509	22369
5847.200	24246	22557
5847.300	23638	22665
5847.400	20508	22449
5847.500	3384	20543
5847.600	-4219	18066
5847.700	-5912	15668
5847.800	-2449	13856
5847.900	2132	12683
5848.000	5224	11937
5848.100	5267	11270
5848.200	-2163	9927
5848.300	-5908	8343
5848.400	-6853	6823
5848.500	-4449	5695
5848.600	-200	5105
5848.700	3763	4970
