5127.000	-208	-186
5127.100	463	-122
5127.200	881	-22
5127.300	797	60
5127.400	206	75
5127.500	-1119	-45
5127.600	-1017	-142
5127.700	-492	-177
5127.800	206	-139
5127.900	820	-44
5128.000	979	58
5128.100	552	107
5128.200	-846	12
5128.300	-1067	-96
5128.400	-815	-168
5128.500	-166	-168
5128.600	547	-97
5128.700	933	6
5128.800	785	84
5128.900	213	96
5129.000	-957	-10
5129.100	-899	-99
5129.200	-416	-131
5129.300	305	-87
5129.400	842	5
5129.500	953	100
5129.600	550	145
5129.700	-141	116
5129.800	-985	6
5129.900	-686	-63
5130.000	-18	-59
5130.100	619	8
5130.200	907	98
5130.300	733	162
5130.400	149	160
5130.500	-872	57
5130.600	-802	-29
5130.700	-365	-63
5130.800	311	-26
5130.900	804	57
5131.000	1016	153
5131.100	5589	696
5131.200	18714	2498
5131.300	16960	3944
5131.400	10528	4602
5131.500	8108	4952
5131.600	8577	5314
5131.700	8739	5656
5131.800	4766	5567
5131.900	1005	5111
5132.000	-8218	3777
5132.100	-9727	2426
5132.200	-9539	1229
5132.300	-13540	-248
5132.400	-20095	-2233
5132.500	-24673	-4477
5132.600	-27419	-6772
5132.700	-28669	-8962
5132.800	-33439	-11410
5132.900	-33039	-13573
5133.000	-31327	-15348
5133.100	-33270	-17141
5133.200	-34138	-18841
5133.300	-35110	-20468
5133.400	-36684	-22090
5133.500	-37035	-23584
5133.600	-33643	-24590
5133.700	-38626	-25993
5133.800	-42946	-27688
5133.900	-45621	-29482
5134.000	-47824	-31316
5134.100	-49926	-33177
5134.200	-51368	-34997
5134.300	-51010	-36599
5134.400	-50943	-38034
5134.500	-51461	-39377
5134.600	-51050	-40545
5134.700	-52742	-41765
5134.800	-53839	-42973
5134.900	-53761	-44052
5135.000	-53271	-44974
5135.100	-58776	-46354
5135.200	-63786	-48097
5135.300	-66609	-49949
5135.400	-68574	-51812
5135.500	-75007	-54132
5135.600	-85424	-57261
5135.700	-92901	-60825
5135.800	-99530	-64696
5135.900	-104463	-68673
5136.000	-107308	-72537
5136.100	-110995	-76383
5136.200	-112463	-79991
5136.300	-110124	-83004
5136.400	-109805	-85684
5136.500	-112612	-88377
5136.600	-118199	-91360
5136.700	-122079	-94432
5136.800	-123845	-97373
5136.900	-124458	-100082
5137.000	-125275	-102601
5137.100	-125562	-104897
5137.200	-125207	-106928
5137.300	-125449	-108781
5137.400	-125896	-110492
5137.500	-118423	-111285
5137.600	-79723	-108129
5137.700	-46811	-101998
5137.800	-44028	-96202
5137.900	-44261	-91008
5138.000	-44661	-86374
5138.100	-45230	-82260
5138.200	-45286	-78562
5138.300	-45098	-75216
5138.400	-45410	-72236
5138.500	-45589	-69572
5138.600	-45346	-67149
5138.700	-45518	-64987
5138.800	-45334	-63022
5138.900	-45226	-61242
5139.000	-45515	-59669
5139.100	-45164	-58219
5139.200	-44792	-56877
5139.300	-45086	-55698
5139.400	-45144	-54643
5139.500	-44737	-53652
5139.600	-44978	-52785
5139.700	-44832	-51990
5139.800	-44674	-51258
5139.900	-45143	-50647
5140.000	-45243	-50107
5140.100	-44859	-49583
5140.200	-44896	-49114
5140.300	-45209	-48724
5140.400	-44813	-48333
5140.500	-45312	-48031
5140.600	-45228	-47751
5140.700	-44815	-47457
5140.800	-44677	-47180
5140.900	-45655	-47027
5141.000	-46921	-47017
5141.100	-43786	-46694
5141.200	-34551	-45480
5141.300	-27934	-43725
5141.400	-22169	-41570
5141.500	-17385	-39151
5141.600	-10258	-36262
5141.700	-1079	-32744
5141.800	5949	-28875
5141.900	24980	-23490
5142.000	30143	-18126
5142.100	34756	-12838
5142.200	36567	-7898
5142.300	34253	-3684
5142.400	34202	104
5142.500	36557	3749
5142.600	37689	7143
5142.700	42242	10652
5142.800	43294	13916
5142.900	44300	16954
5143.000	47827	20041
5143.100	50466	23083
5143.200	49891	25763
5143.300	51318	28318
5143.400	54112	30897
5143.500	53967	33204
5143.600	54692	35352
5143.700	54921	37308
5143.800	55732	39150
5143.900	58991	41134
5144.000	59675	42988
5144.100	58365	44526
5144.200	62950	46368
5144.300	65037	48235
5144.400	67509	50162
5144.500	69838	52129
5144.600	69994	53916
5144.700	70672	55591
5144.800	72951	57326
5144.900	72105	58804
5145.000	73565	60280
5145.100	74388	61691
5145.200	74289	62950
5145.300	75978	64253
5145.400	77012	65528
5145.500	77644	66740
5145.600	79947	68061
5145.700	83549	69609
5145.800	83692	71017
5145.900	82966	72212
5146.000	81908	73181
5146.100	81452	74007
5146.200	81171	74723
5146.300	80902	75340
5146.400	80638	75870
5146.500	78421	76125
5146.600	78005	76313
5146.700	78240	76505
5146.800	78206	76675
5146.900	77861	76793
5147.000	77179	76831
5147.100	76058	76753
5147.200	75124	76590
5147.300	75572	76488
5147.400	75793	76418
5147.500	75929	76369
5147.600	75888	76321
5147.700	75195	76208
5147.800	74721	76059
5147.900	74951	75948
5148.000	75202	75873
5148.100	75392	75824
5148.200	75310	75772
5148.300	65007	74695
5148.400	20891	69314
5148.500	226	62405
5148.600	-599	56104
5148.700	364	50530
5148.800	1139	45591
5148.900	1624	41194
5149.000	1568	37231
5149.100	905	33598
5149.200	47	30243
