4777.300	-11842	-10129
4777.400	-14569	-10573
4777.500	-15336	-11050
4777.600	-13659	-11311
4777.700	-7590	-10939
4777.800	-6306	-10476
4777.900	-7349	-10163
4778.000	-10152	-10163
4778.100	-13199	-10467
4778.200	-14986	-10919
4778.300	-14562	-11283
4778.400	-8974	-11053
4778.500	-6839	-10632
4778.600	-6713	-10241
4778.700	-8752	-10093
4778.800	-11784	-10263
4778.900	-14198	-10657
4779.000	-14832	-11075
4779.100	-13356	-11303
4779.200	-7663	-10940
4779.300	-6566	-10503
4779.400	-7598	-10213
4779.500	-10216	-10214
4779.600	-13074	-10501
4779.700	-4099	-410
4779.800	-3189	-319
4779.900	-866	-374
4780.000	4083	72
4780.100	4023	467
4780.200	2006	620
4780.300	-812	476
4780.400	-3096	119
4780.500	-3564	-250
4780.600	-2070	-432
4780.700	3048	-85
4780.800	4006	324
4780.900	3020	594
4781.000	521	587
4781.100	-2118	316
4781.200	-3482	-64
4781.300	-2055	-263
4781.400	7957	558
4781.500	23538	2855
4781.600	23451	4915
4781.700	22866	6710
4781.800	25247	8563
4781.900	26283	10335
4782.000	26816	11983
4782.100	24666	13251
4782.200	16670	13593
4782.300	12162	13450
4782.400	8418	12946
4782.500	6271	12279
4782.600	3135	11364
4782.700	-2636	9964
4782.800	-7207	8247
4782.900	-12164	6205
4783.000	-15465	4038
4783.100	-15003	2133
4783.200	-14556	464
4783.300	-16326	-1215
4783.400	-18705	-2964
4783.500	-19790	-4646
4783.600	-20340	-6215
4783.700	-22081	-7802
4783.800	-24731	-9496
4783.900	-28230	-11369
4784.000	-30604	-13293
4784.100	-32922	-15257
4784.200	-35552	-17287
4784.300	-37112	-19270
4784.400	-38452	-21189
4784.500	-38382	-22909
4784.600	-37612	-24380
4784.700	-36456	-25588
4784.800	-35388	-26568
4784.900	-35036	-27415
4785.000	-34668	-28140
4785.100	-31820	-28508
4785.200	-33834	-29041
4785.300	-41156	-30253
4785.400	-44730	-31701
4785.500	-47983	-33330
4785.600	-48510	-34848
4785.700	-49197	-36283
4785.800	-51173	-37773
4785.900	-51196	-39116
4786.000	-52360	-40440
4786.100	-51728	-41569
4786.200	-53044	-42717
4786.300	-55029	-43948
4786.400	-54904	-45044
4786.500	-55669	-46106
4786.600	-57594	-47255
4786.700	-58724	-48402
4786.800	-64864	-50049
4786.900	-66898	-51734
4787.000	-68889	-53449
4787.100	-72378	-55342
4787.200	-77625	-57571
4787.300	-84109	-60225
4787.400	-89851	-63188
4787.500	-94715	-66341
4787.600	-98670	-69574
4787.700	-102674	-72884
4787.800	-105159	-76111
4787.900	-108051	-79306
4788.000	-110409	-82416
4788.100	-111669	-85341
4788.200	-112556	-88063
4788.300	-115519	-90809
4788.400	-116890	-93417
4788.500	-118694	-95945
4788.600	-121642	-98515
4788.700	-123677	-101031
4788.800	-124622	-103391
4788.900	-125093	-105562
4789.000	-125428	-107549
4789.100	-125517	-109346
4789.200	-125491	-110960
4789.300	-125246	-112389
4789.400	-124105	-113561
4789.500	-124355	-114641
4789.600	-124834	-115661
4789.700	-124473	-116543
4789.800	-125456	-117435
4789.900	-125485	-118240
4790.000	-125743	-118991
4790.100	-125898	-119682
4790.200	-125984	-120313
4790.300	-125824	-120865
4790.400	-126005	-121379
4790.500	-120607	-121302
4790.600	-54487	-114621
4790.700	-45890	-107748
4790.800	-46082	-101582
4790.900	-45700	-95994
4791.000	-45120	-90906
4791.100	-44987	-86314
4791.200	-44890	-82171
4791.300	-43994	-78354
4791.400	-44266	-74945
4791.500	-44158	-71866
4791.600	-43941	-69074
4791.700	-44147	-66581
4791.800	-44587	-64382
4791.900	-44461	-62390
4792.000	-44597	-60611
4792.100	-45072	-59058
4792.200	-45025	-57655
4792.300	-45369	-56426
4792.400	-45495	-55333
4792.500	-45179	-54318
4792.600	-45220	-53408
4792.700	-45323	-52600
4792.800	-45186	-51859
4792.900	-45225	-51196
4793.000	-45134	-50590
4793.100	-44847	-50016
4793.200	-44956	-49510
4793.300	-44990	-49058
4793.400	-44844	-48637
4793.500	-44680	-48241
4793.600	-44835	-47901
4793.700	-44697	-47581
4793.800	-44817	-47305
4793.900	-44880	-47062
4794.000	-44595	-46816
4794.100	-44595	-46594
4794.200	-44936	-46428
4794.300	-45035	-46289
4794.400	-44825	-46143
4794.500	-44925	-46022
4794.600	-44629	-45883
4794.700	-44488	-45744
4794.800	-44425	-45612
4794.900	-42197	-45271
4795.000	-38441	-44588
4795.100	-26944	-42824
4795.200	-20943	-40636
4795.300	-14975	-38070
4795.400	-12046	-35468
4795.500	-8684	-32790
4795.600	-2602	-29772
4795.700	987	-26697
4795.800	3629	-23664
4795.900	10264	-20271
4796.000	11249	-17120
4796.100	13436	-14065
4796.200	14701	-11188
4796.300	16195	-8450
4796.400	21444	-5461
4796.500	28516	-2064
4796.600	32649	1408
4796.700	38536	5120
4796.800	38239	8432
4796.900	39347	11523
4797.000	41501	14521
4797.100	41125	17181
4797.200	40763	19539
4797.300	41697	21754
4797.400	42911	23870
4797.500	44766	25959
4797.600	45813	27944
4797.700	46119	29762
4797.800	47169	31502
4797.900	48791	33231
4798.000	49412	34849
4798.100	50689	36432
4798.200	51742	37963
4798.300	52475	39414
4798.400	53694	40842
4798.500	54566	42214
4798.600	55504	43543
4798.700	56287	44817
4798.800	56350	45970
4798.900	56761	47049
4799.000	58254	48169
4799.100	59486	49300
4799.200	60548	50424
4799.300	61844	51566
4799.400	62288	52638
4799.500	61860	53560
4799.600	62974	54501
4799.700	67105	55761
4799.800	68865	57071
4799.900	70774	58441
4800.000	72112	59808
4800.100	72433	61070
4800.200	72280	62191
4800.300	72405	63212
4800.400	73149	64206
4800.500	74847	65270
4800.600	75680	66311
4800.700	77010	67381
4800.800	76838	68326
4800.900	76418	69135
4801.000	76583	69880
4801.100	76043	70496
4801.200	76025	71049
4801.300	77807	71724
4801.400	79266	72478
4801.500	81416	73371
4801.600	84213	74455
4801.700	85452	75555
4801.800	85303	76530
4801.900	85233	77400
4802.000	84114	78071
4802.100	83962	78660
4802.200	84118	79205
4802.300	83667	79651
4802.400	82852	79971
4802.500	82125	80186
4802.600	81029	80270
4802.700	80534	80296
4802.800	80156	80282
4802.900	80048	80258
4803.000	80362	80268
4803.100	80111	80252
4803.200	79483	80175
4803.300	79216	80079
4803.400	78721	79943
4803.500	77408	79689
4803.600	77028	79422
4803.700	77000	79180
4803.800	77108	78972
4803.900	77226	78797
4804.000	77083	78625
4804.100	76708	78433
4804.200	76405	78230
4804.300	76322	78039
4804.400	76517	77886
4804.500	76777	77775
4804.600	76681	77666
4804.700	76264	77526
4804.800	75950	77369
4804.900	75937	77225
4805.000	76140	77117
4805.100	76403	77045
4805.200	76408	76981
4805.300	76021	76885
4805.400	75739	76770
4805.500	75602	76653
4805.600	75565	76544
4805.700	75685	76458
4805.800	75713	76383
4805.900	75255	76270
4806.000	74819	76124
4806.100	74579	75970
4806.200	74534	75826
4806.300	74656	75709
4806.400	74885	75626
4806.500	74748	75538
4806.600	74473	75431
4806.700	74278	75315
4806.800	74131	75197
4806.900	74229	75100
4807.000	74433	75033
4807.100	74372	74967
4807.200	74176	74887
4807.300	73747	74772
4807.400	73552	74650
4807.500	73646	74549
4807.600	73856	74479
4807.700	73908	74421
4807.800	73673	74346
4807.900	73426	74254
4808.000	72774	74106
4808.100	73008	73996
4808.200	73319	73928
4808.300	73128	73847
4808.400	72755	73737
4808.500	72587	73621
4808.600	72094	73468
4808.700	71738	73294
4808.800	71805	73145
4808.900	71713	73002
4809.000	71495	72851
4809.100	71169	72682
4809.200	70565	72470
4809.300	70263	72249
4809.400	70273	72051
4809.500	70307	71876
4809.600	70054	71694
4809.700	69953	71520
4809.800	66897	71057
4809.900	36119	67562
4810.000	5131	61319
4810.100	2759	55462
4810.200	2275	50143
4810.300	-163	45112
4810.400	-857	40515
4810.500	-655	36398
4810.600	337	32791
4810.700	1637	29675
4810.800	2489	26956
4810.900	2453	24506
4811.000	1646	22220
