262.400	59	22
262.500	93	29
262.600	83	34
262.700	72	38
262.800	126	46
262.900	69	48
263.000	-10	42
263.100	93	47
263.200	62	48
263.300	109	54
263.400	52	54
263.500	63	55
263.600	136	63
263.700	65	63
263.800	90	66
263.900	13	60
264.000	19	56
264.100	73	57
264.200	110	62
264.300	173	73
264.400	93	75
264.500	26	70
264.600	69	70
264.700	13	64
264.800	-5	57
264.900	24	53
265.000	33	51
265.100	53	51
265.200	52	51
265.300	19	48
265.400	56	48
265.500	88	51
265.600	66	52
265.700	31	50
265.800	43	49
265.900	75	51
266.000	72	53
266.100	35	51
266.200	62	52
266.300	84	55
266.400	170	67
266.500	133	73
266.600	113	77
266.700	79	77
266.800	80	77
266.900	43	73
267.000	89	75
267.100	76	75
267.200	77	75
267.300	32	71
267.400	-3	63
267.500	42	61
267.600	31	58
267.700	35	55
267.800	70	57
267.900	90	60
268.000	78	61
268.100	66	61
268.200	75	62
268.300	17	57
268.400	-5	50
268.500	54	50
268.600	76	52
268.700	122	59
268.800	154	68
268.900	118	73
269.000	79	74
269.100	47	71
269.200	50	69
269.300	71	69
269.400	85	70
269.500	82	71
269.600	71	71
269.700	72	71
269.800	80	72
269.900	58	71
270.000	83	72
270.100	109	76
270.200	117	79
270.300	50	76
270.400	57	73
270.500	133	79
270.600	54	76
270.700	88	77
270.800	112	80
270.900	92	81
271.000	96	82
271.100	115	85
271.200	109	88
271.300	69	86
271.400	112	88
271.500	76	86
271.600	78	85
271.700	88	85
271.800	88	85
271.900	56	82
272.000	-1	74
272.100	50	72
272.200	151	80
272.300	83	80
272.400	89	81
272.500	46	77
272.600	79	77
272.700	100	79
272.800	72	78
272.900	69	77
273.000	102	79
273.100	112	82
273.200	135	87
273.300	112	89
273.400	123	92
273.500	152	98
273.600	137	101
273.700	221	113
273.800	157	117
273.900	52	110
274.000	57	104
274.100	91	103
274.200	64	99
274.300	59	95
274.400	71	93
274.500	87	92
274.600	101	93
274.700	89	93
274.800	90	93
274.900	109	95
275.000	109	97
275.100	103	97
275.200	103	97
275.300	98	97
275.400	78	95
275.500	62	92
275.600	117	94
275.700	99	95
275.800	105	96
275.900	41	90
276.000	53	86
276.100	99	87
276.200	136	91
276.300	101	92
276.400	79	91
276.500	15	83
276.600	-54	69
276.700	41	66
276.800	3	59
276.900	14	54
277.000	-20	47
277.100	-36	38
277.200	19	36
277.300	39	36
277.400	12	33
277.500	71	37
277.600	121	45
277.700	163	57
277.800	153	66
277.900	75	66
278.000	35	62
278.100	63	62
278.200	90	65
278.300	114	70
278.400	122	75
278.500	109	79
278.600	131	84
278.700	206	96
278.800	203	106
278.900	178	113
279.000	156	117
279.100	186	123
279.200	173	128
279.300	116	126
279.400	117	124
279.500	119	124
279.600	66	118
279.700	102	116
279.800	161	120
279.900	135	121
280.000	39	113
280.100	58	107
280.200	173	113
280.300	128	115
280.400	82	112
280.500	57	106
280.600	18	97
280.700	-6	86
280.800	-8	76
280.900	-11	67
281.000	-14	58
281.100	52	57
281.200	59	57
281.300	54	56
281.400	43	54
281.500	103	59
281.600	100	63
281.700	92	66
281.800	104	69
281.900	49	67
282.000	-2	59
282.100	2	53
282.200	74	55
282.300	90	59
282.400	36	56
282.500	26	52
282.600	94	56
282.700	106	60
282.800	152	69
282.900	121	74
283.000	150	82
283.100	179	92
283.200	136	96
283.300	181	104
283.400	188	113
283.500	129	115
283.600	126	116
283.700	80	112
283.800	112	112
283.900	151	116
284.000	102	114
284.100	121	115
284.200	91	113
284.300	20	104
284.400	23	96
284.500	107	96
284.600	108	97
284.700	87	95
284.800	87	94
284.900	89	94
285.000	99	95
285.100	84	94
285.200	102	95
285.300	33	89
285.400	-37	76
285.500	-72	61
285.600	-9	54
285.700	15	50
285.800	2	45
285.900	20	43
286.000	48	43
286.100	40	43
286.200	12	40
286.300	28	39
286.400	16	36
286.500	59	38
286.600	121	46
286.700	73	48
286.800	95	52
286.900	63	53
287.000	74	55
287.100	68	57
287.200	56	56
287.300	14	51
287.400	28	49
287.500	59	50
287.600	13	46
287.700	41	45
287.800	68	47
287.900	78	49
288.000	14	45
288.100	-23	38
288.200	26	36
288.300	41	36
288.400	2	32
288.500	-23	26
288.600	-45	18
288.700	31	19
288.800	80	25
288.900	61	29
289.000	98	35
289.100	118	43
289.200	102	49
289.300	121	56
289.400	128	63
289.500	151	72
289.600	62	71
289.700	49	69
289.800	132	75
289.900	180	86
290.000	183	95
290.100	198	105
290.200	155	110
290.300	119	111
290.400	109	111
290.500	135	113
290.600	190	121
290.700	161	125
290.800	146	127
290.900	132	127
291.000	118	125
291.100	119	125
291.200	92	122
291.300	165	126
291.400	163	129
291.500	126	128
291.600	133	128
291.700	124	127
291.800	89	123
291.900	102	121
292.000	96	118
292.100	92	115
292.200	50	109
292.300	49	103
292.400	77	100
292.500	44	94
292.600	63	91
292.700	56	87
292.800	89	87
292.900	100	88
293.000	135	92
293.100	89	92
293.200	105	93
293.300	107	94
293.400	137	98
293.500	134	101
293.600	126	103
293.700	115	104
293.800	132	107
293.900	135	109
294.000	99	108
294.100	116	108
294.200	180	115
294.300	215	125
294.400	169	130
294.500	134	130
294.600	143	131
294.700	77	125
294.800	68	119
294.900	59	113
295.000	92	111
295.100	3	100
295.200	-16	88
295.300	49	84
295.400	77	83
295.500	19	77
295.600	79	77
295.700	88	77
